vestigings_id,brin,vestigingsnummer,school_name,street,house_no,house_add,postcode,city,province,municipality,municipality_code,phone_formatted,website,has_website,board,board_code,denomination,corop,rmc_regio,onderwijsgebied,vacation_region,education_structure,levels_offered,languages,PRO,VMBO,MAVO,HAVO,VWO,BRUGJAAR,enrollment_total,school_size_category,students_per_grade
20MJ04,20MJ,04,Johan de Witt Scholengroep voor VwoHavo Mavo Vmbo Pro Lwoo Nieuwkomers,Capadosestraat,,25,2523AB,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3312301,www.johandewittscholengroep.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO/PRO,"PRO, VMBO, MAVO",Dutch,True,True,True,False,False,False,2573.0,Large,428.8333333333333
20MM00,20MM,00,"Lucas VO Den Haag Zuid-West voor algemeen bijzonder vwo, havo, mavo, vmbo",Beresteinlaan,,627,2542JR,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3089898,www.zuidwestcollege.nl,True,,20281,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3061.0,Very Large,510.1666666666667
20MM09,20MM,09,"Lucas VO Den Haag Zuid-West voor algemeen bijzonder vwo, havo, mavo, vmbo",Droogscheerdersgaarde,,70,2542BK,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,,,False,,20281,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,,Unknown,
20MM06,20MM,06,"Lucas VO Den Haag Zuid-West voor algemeen bijzonder vwo, havo, mavo, vmbo - RVC",Roemer Visscherstraat,,106,2533VG,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3089881,www.roemervisschercollege.nl,True,,20281,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3141.0,Very Large,523.5
20MM01,20MM,01,"Lucas VO Den Haag Zuid-West voor algemeen bijzonder vwo, havo, mavo, vmbo - WVC",Missouri,,1,2548HT,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3089887,www.wateringseveldcollege.nl,True,,20281,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6190.0,Very Large,1031.6666666666667
20MJ15,20MJ,15,Mackaystraat Den Haag,Mackaystraat,,6,2571AR,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,,,False,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,
20MD00,20MD,00,Maerlant Lyceum met Afdeling Havo,Johannes Bildersstraat,,11,2596ED,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3244529,www.maerlant-lyceum.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,7203.0,Very Large,1200.5
19ZP00,19ZP,00,Maris College voor Mavo Vmbo Lwoo,Mgr. Nolenslaan,,16,2555XZ,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3231334,www.mariscollege.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4059.0,Very Large,676.5
19ZP06,19ZP,06,Maris College voor Mavo Vmbo Lwoo,Toscaninistraat,,187,2551LW,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3231334,,False,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1370.0,Medium,228.33333333333334
19ZP07,19ZP,07,Maris College voor Mavo Vmbo Lwoo,Cantateplein,,27,2553VD,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3231334,,False,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,,Unknown,
19ZP05,19ZP,05,Maris College voor Mavo Vmbo Lwoo - locatie Houtrust,Tjalie Robinsonduin,,74,2566HD,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3231334,www.mariscollege.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3389.0,Very Large,564.8333333333334
19ZP03,19ZP,03,Maris College voor Mavo Vmbo Lwoo - locatie Kijkduin,Landrestraat,,150,2551CA,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3231334,www.mariscollege.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2374.0,Large,395.6666666666667
19ZP04,19ZP,04,Maris College voor Mavo Vmbo Lwoo - locatie Statenkwartier,Antonie Duyckstraat,,126,2582TR,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3551277,www.mariscollege.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2357.0,Large,392.8333333333333
07MZ00,07MZ,00,Protestants Christelijke School voor Praktijkonderwijs De Poort,2e Sweelinckstraat,,160,2517HB,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3588970,www.prodepoort.nl,True,,70176,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,2723.0,Large,453.8333333333333
02US00,02US,00,Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo,Nassau Bredastraat,,5,2596AK,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3245418,www.hml.nl,True,,41360,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,8228.0,Very Large,1371.3333333333333
02US04,02US,04,Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo,Neuhuyskade,,40,2596XL,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3245418,www.hml.nl,True,,41360,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,,Unknown,
20MA00,20MA,00,Scholengemeenschap het Segbroekcollege Vwo Havo Mavo,Klaverstraat,,7,2565BT,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3634940,www.segbroek.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,10427.0,Very Large,1737.8333333333333
20MA01,20MA,01,Scholengemeenschap het Segbroekcollege Vwo Havo Mavo,Goudsbloemlaan,,131,2565CR,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3633439,,False,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,5151.0,Very Large,858.5
20KD00,20KD,00,School voor Speciaal Voortgezet Onderwijs De Einder,Spionkopstraat,,9,2572NK,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-4451616,www.de-einder.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,2945.0,Large,490.8333333333333
20KD01,20KD,01,School voor Speciaal Voortgezet Onderwijs De Einder,Spionkopstraat,,13,2572NK,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-4451616,www.de-einder.nl,True,,41360,Openbaar,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,,Unknown,
16TV00,16TV,00,Vrije School Zuid-Holland voor Atheneum Havo Mavo,Waalsdorperweg,,12,2597JB,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3244300,www.vsdenhaag.nl,True,,95785,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,6879.0,Very Large,1146.5
02UT00,02UT,00,Vrijzinnig Christelijk Lyceum Scholengemeenschap voor Vwo en Havo,Van Stolkweg,,35,2585JN,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3066630,www.vcl-school.nl,True,,79496,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,4985.0,Very Large,830.8333333333334
01OE06,01OE,06,Yuverta,Madesteinweg,,25,2553EC,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-4400625,yuverta.nl/vmbodenhaagmadestein,True,,41100,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2733.0,Large,455.5
01OE07,01OE,07,Yuverta,Westvlietweg,,42,2491EC,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,070-3864228,yuverta.nl/vmbodenhaagwestvliet,True,,41100,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4157.0,Very Large,692.8333333333334
02VO02,02VO,02,‘s-Gravendreef College VWO,Henri Faasdreef,,218,2492JP,'S-GRAVENHAGE,Zuid-Holland,S GRAVENHAGE,518,,,False,,41298,Bijzonder,Agglomeratie 's-Gravenhage,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VWO,VWO,Dutch,False,False,False,False,True,False,,Unknown,
21HC03,21HC,03,Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo PrO,Gasthuislaan,,145,2694BE,'S-GRAVENZANDE,Zuid-Holland,WESTLAND,1783,017-4445588,https://gasthuislaan.isw.info/site/nl,True,,20281,Bijzonder,Delft en Westland,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,4546.0,Very Large,757.6666666666666
21HC12,21HC,12,Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo PrO,Sweelincklaan,,1,2692BA,'S-GRAVENZANDE,Zuid-Holland,WESTLAND,1783,017-4414400,https://sweelincklaan.isw.info/site/nl,True,,20281,Bijzonder,Delft en Westland,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3146.0,Very Large,524.3333333333334
04DF00,04DF,00,"Ashram College KSG voor vwo, havo, mavo en vbo",Marsdiep,,293,2401XH,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2430234,www.ashramcollege.nl,True,,40530,Bijzonder,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,8765.0,Very Large,1460.8333333333333
15BH00,15BH,00,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo",Prinses Beatrixlaan,,4,2404XC,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2449500,www.groenehartscholen.nl,True,,40530,Bijzonder,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3958.0,Very Large,659.6666666666666
15BH08,15BH,08,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo Marsdiep dependance",Marsdiep,,291,2401XH,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,,,False,,40530,Overige,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,,Unknown,
15BH01,15BH,01,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo vest. Lyceum",Tolstraat,,11,2405VS,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2449510,,False,,40530,Bijzonder,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,7215.0,Very Large,1202.5
15BH05,15BH,05,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo vest. Topmavo",Tolstraat,,9,2405VS,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2449500,,False,,40530,Bijzonder,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4049.0,Very Large,674.8333333333334
26LR00,26LR,00,Groene Hart Pro College,Anna van Burenlaan,,15,2404GA,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2473175,www.groenehartprocollege.nl,True,,40530,Bijzonder,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,1688.0,Large,281.3333333333333
10AN00,10AN,00,Scala College voor Atheneum Havo Vmbo-Loot,Kees Mustersstraat,,6,2406LK,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2423737,www.scalacollege.nl,True,,41537,Openbaar,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,5551.0,Very Large,925.1666666666666
10AN03,10AN,03,Scala College voor Atheneum Havo Vmbo-Loot,Henry Dunantweg,,3,2402NM,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,,,False,,41537,Openbaar,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,5122.0,Very Large,853.6666666666666
10AN04,10AN,04,Scala College voor Atheneum Havo Vmbo-Loot,Dr. A.D. Sacharovlaan,,1,2405WB,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,,,False,,41537,Openbaar,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,VWO,VWO,Dutch,False,False,False,False,True,False,2597.0,Large,432.8333333333333
01OE30,01OE,30,Yuverta,Kalkovenweg,,62,2401LK,ALPHEN AAN DEN RIJN,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2431120,yuverta.nl/vmboalphenaandenrijn,True,,41100,Bijzonder,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,2549.0,Large,424.8333333333333
18TR11,18TR,11,Onderwijsgroep Zuid-Hollandse Waarden locatie  Focus,Dierensteinweg,,4,2991XJ,BARENDRECHT,Zuid-Holland,BARENDRECHT,489,018-0613900,https://focusopjetoekomst.nl/,True,,42709,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,2094.0,Large,349.0
18TR07,18TR,07,Onderwijsgroep Zuid-Hollandse Waarden locatie Dalton Barendrecht,Zichtwei,,1,2992ZA,BARENDRECHT,Zuid-Holland,BARENDRECHT,489,018-0642180,www.daltonbarendrecht.nl,True,,42709,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,9415.0,Very Large,1569.1666666666667
18TR12,18TR,12,Onderwijsgroep Zuid-Hollandse Waarden locatie OZHW Groen,Dierensteinweg,,2,2991XJ,BARENDRECHT,Zuid-Holland,BARENDRECHT,489,018-0642040,https://focusopjetoekomst.nl/,True,,42709,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,428.0,Small,71.33333333333333
31EX00,31EX,00,"Portus Scholengroep Groene Hart lwoo, vbo, mavo, havo en vwo",Haarspitwei,,11,2992ZB,BARENDRECHT,Zuid-Holland,BARENDRECHT,489,018-0390393,https://groenehart.cvo-portus.nl/,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,3509.0,Very Large,584.8333333333334
31EX01,31EX,01,"Portus Scholengroep Groene Hart lwoo, vbo, mavo, havo en vwo, loc. Focus",Dierensteinweg,,4-4A,2991XJ,BARENDRECHT,Zuid-Holland,BARENDRECHT,489,018-0613900,www.calvijn.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,1141.0,Medium,190.16666666666666
31CG02,31CG,02,Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo,De Zijde,,3,2662EB,BERGSCHENHOEK,Zuid-Holland,LANSINGERLAND,1621,010-4767300,www.melanchthon.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,3334.0,Very Large,555.6666666666666
32GL00,32GL,00,"Melanchthon Christelijke Scholengroepvoor Gymnasium, atheneum, havo en vmbo",De Zijde,,3,2662EB,BERGSCHENHOEK,Zuid-Holland,LANSINGERLAND,1621,010-2492260,https://ww.melanchthon.nl/bergschenhoek,True,,20151,"Samenwerking PC, Alg. Bijz.",Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,
15KR06,15KR,06,Wolfert van Borselen Scholengroep,De Zijde,,5,2662EB,BERGSCHENHOEK,Zuid-Holland,LANSINGERLAND,1621,010-8907700,www.wolfert.nl,True,,41775,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,4875.0,Very Large,812.5
15KR12,15KR,12,Wolfert van Borselen Scholengroep,Boterdorpseweg,,19,2661AB,BERGSCHENHOEK,Zuid-Holland,LANSINGERLAND,1621,010-3401470,,False,,41775,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2827.0,Large,471.1666666666667
31CG03,31CG,03,Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo,Myra Wardsingel,,50,2652LA,BERKEL EN RODENRIJS,Zuid-Holland,LANSINGERLAND,1621,010-4767300,www.melanchthon.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,2367.0,Large,394.5
31CG00,31CG,00,Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo,Hoekeindseweg,,7-A,2665KA,BLEISWIJK,Zuid-Holland,LANSINGERLAND,1621,010-4767300,www.melanchthon.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,2074.0,Large,345.6666666666667
31CG01,31CG,01,Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo,Wilgenlei,,2-B,2665KN,BLEISWIJK,Zuid-Holland,LANSINGERLAND,1621,010-4767300,www.melanchthon.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1879.0,Large,313.1666666666667
00BD02,00BD,02,Coenecoop College voor Atheneum Havo Mavo Voorbereidend Beroeps Onderwijs,Torenpad,,102,2771EV,BOSKOOP,Zuid-Holland,ALPHEN AAN DEN RIJN,484,018-2616055,,False,,41537,Openbaar,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,596.0,Medium,99.33333333333333
01OE27,01OE,27,Yuverta,Zijde,,105,2771EV,BOSKOOP,Zuid-Holland,ALPHEN AAN DEN RIJN,484,017-2213456,yuverta.nl/vmboboskoop,True,,41100,Bijzonder,Oost-Zuid-Holland,Zuid-Holland-Oost,Noord-Zuid-Holland,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,2325.0,Large,387.5
18VA02,18VA,02,Praktijk College Brielle,Hossenbosdijk,,14-16,3232PX,BRIELLE,Zuid-Holland,VOORNE AAN ZEE,1992,018-1613633,www.praktijk-college.nl,True,,41594,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,,Unknown,
11ZH00,11ZH,00,Scholengemeenschap Maerlant College voor Lyceum Havo Mavo Vbo Lwoo,Hossenbosdijk,,14-16,3232PX,BRIELLE,Zuid-Holland,VOORNE AAN ZEE,1992,018-1412210,www.maerlant.eu,True,,41594,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,7017.0,Very Large,1169.5
20FR08,20FR,08,"Scholengroep Penta voor gym ath havo mavo vmbo lwoo, loc. Bahûrim",Mgr Smitstraat,,3,3232BN,BRIELLE,Zuid-Holland,VOORNE AAN ZEE,1992,018-1413789,www.bm.penta.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1874.0,Large,312.3333333333333
01OE13,01OE,13,Yuverta,Anna-Hoevestraat,,2,3232VC,BRIELLE,Zuid-Holland,VOORNE AAN ZEE,1992,018-1413088,yuverta.nl/vmbobrielle,True,,41100,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,2610.0,Large,435.0
26HR00,26HR,00,Accent Praktijkonderwijs Capelle,Wisselspoor,,2,2908AC,CAPELLE AAN DEN IJSSEL,Zuid-Holland,CAPELLE AAN DEN IJSSEL,502,010-2271181,www.cvoaccent.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,2116.0,Large,352.6666666666667
19GY00,19GY,00,"Comenius Chr. Scholengrp v. vwo havo mavo vbo lwoo, vest. Capell a/d IJssel",Lijstersingel,,2-18,2902JD,CAPELLE AAN DEN IJSSEL,Zuid-Holland,CAPELLE AAN DEN IJSSEL,502,010-4595959,www.comenius.nl,True,,20151,Bijzonder,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,10310.0,Very Large,1718.3333333333333
20BH02,20BH,02,EYE College,Pelikaanweg,,1,2903ER,CAPELLE AAN DEN IJSSEL,Zuid-Holland,CAPELLE AAN DEN IJSSEL,502,085-1050200,www.eyecollege.nl,True,,41545,Overige,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,2329.0,Large,388.1666666666667
20BH03,20BH,03,"EYE College(VWO,HAVO,MAVO,VMBO,PRO)",Pelikaanweg,,1,2903ER,CAPELLE AAN DEN IJSSEL,Zuid-Holland,CAPELLE AAN DEN IJSSEL,502,085-1050200,www.eyecollege.nl,True,,41545,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,88.0,Small,14.666666666666666
20BH00,20BH,00,"EYE college voor vwo, havo, mavo vbo en pro",Pelikaanweg,,1,2903ER,CAPELLE AAN DEN IJSSEL,Zuid-Holland,CAPELLE AAN DEN IJSSEL,502,085-1050200,www.eyecollege.nl,True,,41545,Openbaar,Groot-Rijnmond,Rijnmond,Rijnmond groot,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4346.0,Very Large,724.3333333333334
01GX00,01GX,00,Christelijk Lyceum Delft Scholengemeenschap voor Lyceum Havo Mavo Vbo,Molenhuispad,,1,2614GE,DELFT,Zuid-Holland,DELFT,503,015-2684330,www.chrlyceumdelft.nl,True,,83228,Bijzonder,Delft en Westland,Haaglanden/Westland,Noord-Zuid-Holland,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,9627.0,Very Large,1604.5
01GX02,01GX,02,Christelijk Lyceum Delft Scholengemeenschap voor Lyceum Havo Mavo Vbo,Obrechtstraat,,48,2625XN,DELFT,Zuid-Holland,DELFT,503,015-2154882,,False,,83228,Bijzonder,Delft en Westland,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3099.0,Very Large,516.5
01GX03,01GX,03,Christelijk Lyceum Delft Scholengemeenschap voor Lyceum Havo Mavo Vbo,Van Bleyswijckstraat,,72,2613RT,DELFT,Zuid-Holland,DELFT,503,015-2000014,http://sc-delfland.nl/,True,,83228,Bijzonder,Delft en Westland,Haaglanden/Westland,Noord-Zuid-Holland,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,1726.0,Large,287.6666666666667
20AB08,20AB,08,ISK Delft voor Lyceum Havo Mavo Vbo Lwoo,Juniusstraat,,6,2625XZ,DELFT,Zuid-Holland,DELFT,503,015-8000080,www.iskgrotius.nl,True,,41298,Openbaar,Delft en Westland,Haaglanden/Westland,Noord-Zuid-Holland,Midden,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,640.0,Medium,106.66666666666667
